Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
Ccdc115,GO Biological Processes,19,GO:0007292,female gamete generation,19_GO:0022414 reproductive process,-2.2,8.1,4.3,30286,158,71,3,4.2,2.4,658|5000|7314,BMPR1B|ORC4|UBB,-0.55
Ccdc115,Reactome Gene Sets,6,R-HSA-69002,DNA Replication Pre-Initiation,,-2.2,8.1,4.3,30286,158,71,3,4.2,2.4,4998|5000|7314,ORC1|ORC4|UBB,-0.55
Ccdc115,Hallmark Gene Sets,23,M5935,HALLMARK FATTY ACID METABOLISM,,-2.2,8.1,4.3,30286,158,71,3,4.2,2.4,226|658|57515,ALDOA|BMPR1B|SERINC1,-0.55
Ccdc115,KEGG Pathway,24,hsa04217,Necroptosis,,-2.2,8,4.3,30286,159,71,3,4.2,2.4,1540|3326|92421,CYLD|HSP90AB1|CHMP4C,-0.54
Ccdc115,GO Biological Processes,19,GO:0072001,renal system development,19_GO:0032502 developmental process,-2.2,5.5,3.8,30286,313,71,4,5.6,2.7,285|2246|2263|7010,ANGPT2|FGF1|FGFR2|TEK,-0.54
Ccdc115,Reactome Gene Sets,6,R-HSA-372790,Signaling by GPCR,,-2.2,3.6,3.4,30286,709,71,6,8.5,3.3,808|4988|5532|9934|10846|64805,CALM3|OPRM1|PPP3CB|P2RY14|PDE10A|P2RY12,-0.54
Ccdc115,GO Biological Processes,19,GO:0008283,cell population proliferation,19_GO:0009987 cellular process,-2.2,3.6,3.4,30286,710,71,6,8.5,3.3,367|2246|2263|5532|7010|10973,AR|FGF1|FGFR2|PPP3CB|TEK|ASCC3,-0.53
Ccdc115,GO Biological Processes,19,GO:0000075,cell cycle checkpoint signaling,19_GO:0048519 negative regulation of biological process,-2.2,7.9,4.3,30286,161,71,3,4.2,2.4,4998|79184|92421,ORC1|BRCC3|CHMP4C,-0.53
Ccdc115,Reactome Gene Sets,6,R-HSA-69242,S Phase,,-2.2,7.9,4.3,30286,162,71,3,4.2,2.4,4998|5000|7314,ORC1|ORC4|UBB,-0.52
Ccdc115,GO Biological Processes,19,GO:1903047,mitotic cell cycle process,19_GO:0009987 cellular process,-2.2,4.2,3.5,30286,505,71,5,7,3,808|4998|8452|79184|92421,CALM3|ORC1|CUL3|BRCC3|CHMP4C,-0.52
Ccdc115,GO Biological Processes,19,GO:0042060,wound healing,19_GO:0050896 response to stimulus,-2.2,5.4,3.8,30286,318,71,4,5.6,2.7,71|2246|64805|92421,ACTG1|FGF1|P2RY12|CHMP4C,-0.52
Ccdc115,GO Biological Processes,19,GO:0000280,nuclear division,19_GO:0009987 cellular process,-2.2,5.3,3.8,30286,320,71,4,5.6,2.7,5000|7314|8452|92421,ORC4|UBB|CUL3|CHMP4C,-0.51
Ccdc115,GO Biological Processes,19,GO:2000058,regulation of ubiquitin-dependent protein catabolic process,19_GO:0008152 metabolic process,-2.2,7.7,4.2,30286,166,71,3,4.2,2.4,3326|6613|7337,HSP90AB1|SUMO2|UBE3A,-0.5
Ccdc115,GO Biological Processes,19,GO:0061138,morphogenesis of a branching epithelium,19_GO:0032502 developmental process,-2.2,7.7,4.2,30286,166,71,3,4.2,2.4,367|2246|2263,AR|FGF1|FGFR2,-0.5
Ccdc115,GO Biological Processes,19,GO:0080135,regulation of cellular response to stress,19_GO:0050896 response to stimulus,-2.2,4.2,3.5,30286,512,71,5,7,3,4067|4869|4988|29978|79184,LYN|NPM1|OPRM1|UBQLN2|BRCC3,-0.5
Ccdc115,GO Biological Processes,19,GO:0002218,activation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.1,7.7,4.2,30286,167,71,3,4.2,2.4,1540|4067|92610,CYLD|LYN|TIFA,-0.5
Ccdc115,GO Biological Processes,19,GO:0010952,positive regulation of peptidase activity,19_GO:0048518 positive regulation of biological process,-2.1,7.7,4.2,30286,167,71,3,4.2,2.4,4067|27429|373509,LYN|HTRA2|USP50,-0.5
Ccdc115,Reactome Gene Sets,6,R-HSA-168898,Toll-like Receptor Cascades,,-2.1,7.6,4.2,30286,169,71,3,4.2,2.4,1687|7314|92610,GSDME|UBB|TIFA,-0.48
Ccdc115,Reactome Gene Sets,6,R-HSA-5693532,DNA Double-Strand Break Repair,,-2.1,7.5,4.1,30286,170,71,3,4.2,2.4,6613|7314|79184,SUMO2|UBB|BRCC3,-0.48
Ccdc115,GO Biological Processes,19,GO:0019722,calcium-mediated signaling,19_GO:0050896 response to stimulus,-2.1,7.5,4.1,30286,171,71,3,4.2,2.4,808|5532|64805,CALM3|PPP3CB|P2RY12,-0.47
Ccdc115,GO Biological Processes,19,GO:0007346,regulation of mitotic cell cycle,19_GO:0050789 regulation of biological process,-2.1,4.1,3.4,30286,522,71,5,7,3,1540|4998|8452|79184|92421,CYLD|ORC1|CUL3|BRCC3|CHMP4C,-0.47
Ccdc115,GO Biological Processes,19,GO:0051493,regulation of cytoskeleton organization,19_GO:0050789 regulation of biological process,-2.1,4.1,3.4,30286,523,71,5,7,3,71|830|1540|4869|92421,ACTG1|CAPZA2|CYLD|NPM1|CHMP4C,-0.47
Ccdc115,GO Biological Processes,19,GO:0051052,regulation of DNA metabolic process,19_GO:0008152 metabolic process,-2.1,4.1,3.4,30286,525,71,5,7,3,3006|3184|3326|4869|79184,H1-2|HNRNPD|HSP90AB1|NPM1|BRCC3,-0.46
Ccdc115,GO Biological Processes,19,GO:0050680,negative regulation of epithelial cell proliferation,19_GO:0048519 negative regulation of biological process,-2.1,7.4,4.1,30286,173,71,3,4.2,2.4,367|2263|2321,AR|FGFR2|FLT1,-0.46
Ccdc115,Reactome Gene Sets,6,R-HSA-73894,DNA Repair,,-2.1,5.1,3.7,30286,335,71,4,5.6,2.7,6613|7314|10973|79184,SUMO2|UBB|ASCC3|BRCC3,-0.46
Ccdc115,GO Biological Processes,19,GO:0021953,central nervous system neuron differentiation,19_GO:0032502 developmental process,-2.1,7.3,4,30286,176,71,3,4.2,2.4,658|2263|7314,BMPR1B|FGFR2|UBB,-0.44
Ccdc115,GO Biological Processes,19,GO:0001763,morphogenesis of a branching structure,19_GO:0032502 developmental process,-2.1,7.2,4,30286,177,71,3,4.2,2.4,367|2246|2263,AR|FGF1|FGFR2,-0.44
Ccdc115,GO Biological Processes,19,GO:0019058,viral life cycle,19_GO:0016032 viral process,-2.1,7.2,4,30286,177,71,3,4.2,2.4,3326|5094|92421,HSP90AB1|PCBP2|CHMP4C,-0.44
Ccdc115,GO Biological Processes,19,GO:0016050,vesicle organization,19_GO:0009987 cellular process,-2.1,5,3.6,30286,343,71,4,5.6,2.7,8452|23682|92421|373509,CUL3|RAB38|CHMP4C|USP50,-0.42
Ccdc115,GO Biological Processes,19,GO:1901991,negative regulation of mitotic cell cycle phase transition,19_GO:0048519 negative regulation of biological process,-2.1,7.1,4,30286,181,71,3,4.2,2.4,4998|79184|92421,ORC1|BRCC3|CHMP4C,-0.41
Ccdc115,GO Biological Processes,19,GO:0048285,organelle fission,19_GO:0009987 cellular process,-2,4.9,3.6,30286,346,71,4,5.6,2.7,5000|7314|8452|92421,ORC4|UBB|CUL3|CHMP4C,-0.41
Ccdc115,KEGG Pathway,24,hsa04360,Axon guidance,,-2,7,4,30286,182,71,3,4.2,2.4,658|5532|8633,BMPR1B|PPP3CB|UNC5C,-0.41
Ccdc115,GO Biological Processes,19,GO:0006575,cellular modified amino acid metabolic process,19_GO:0008152 metabolic process,-2,7,3.9,30286,183,71,3,4.2,2.4,27306|57515|494143,HPGDS|SERINC1|CHAC2,-0.4
Ccdc115,GO Biological Processes,19,GO:0034765,regulation of monoatomic ion transmembrane transport,19_GO:0051179 localization,-2,4.9,3.5,30286,349,71,4,5.6,2.7,808|4067|5354|5532,CALM3|LYN|PLP1|PPP3CB,-0.4
Ccdc115,GO Biological Processes,19,GO:0046434,organophosphate catabolic process,19_GO:0008152 metabolic process,-2,7,3.9,30286,184,71,3,4.2,2.4,226|4907|10846,ALDOA|NT5E|PDE10A,-0.4
Ccdc115,GO Biological Processes,19,GO:0045765,regulation of angiogenesis,19_GO:0032502 developmental process,-2,4.8,3.5,30286,353,71,4,5.6,2.7,285|2246|2321|7010,ANGPT2|FGF1|FLT1|TEK,-0.39
Ccdc115,GO Biological Processes,19,GO:0043484,regulation of RNA splicing,19_GO:0008152 metabolic process,-2,6.9,3.9,30286,186,71,3,4.2,2.4,3187|4869|10209,HNRNPH1|NPM1|EIF1,-0.39
Ccdc115,Reactome Gene Sets,6,R-HSA-69306,DNA Replication,,-2,6.9,3.9,30286,186,71,3,4.2,2.4,4998|5000|7314,ORC1|ORC4|UBB,-0.39
Ccdc115,GO Biological Processes,19,GO:1901990,regulation of mitotic cell cycle phase transition,19_GO:0050789 regulation of biological process,-2,4.8,3.5,30286,356,71,4,5.6,2.7,4998|8452|79184|92421,ORC1|CUL3|BRCC3|CHMP4C,-0.38
Ccdc115,GO Biological Processes,19,GO:0071417,cellular response to organonitrogen compound,19_GO:0050896 response to stimulus,-2,3.8,3.3,30286,556,71,5,7,3,3184|4067|4988|8452|64805,HNRNPD|LYN|OPRM1|CUL3|P2RY12,-0.38
Ccdc115,GO Biological Processes,19,GO:0010256,endomembrane system organization,19_GO:0009987 cellular process,-2,3.8,3.3,30286,557,71,5,7,3,7534|23682|57531|92421|373509,YWHAZ|RAB38|HACE1|CHMP4C|USP50,-0.37
Ccdc115_MCODE_ALL,Reactome Gene Sets,6,R-HSA-8953854,Metabolism of RNA,,-8.2,22,12,30286,726,13,7,54,14,3187|4809|5094|7314|7529|7534|220988,HNRNPH1|SNU13|PCBP2|UBB|YWHAB|YWHAZ|HNRNPA3,-4.3
Ccdc115_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5654738,Signaling by FGFR2,,-7.7,1.3e+02,22,30286,73,13,4,31,13,2246|2263|3187|7314,FGF1|FGFR2|HNRNPH1|UBB,-4.1
Ccdc115_MCODE_ALL,CORUM,33,CORUM:5199,Kinase maturation complex 1,,-7.5,4.4e+02,36,30286,16,13,3,23,12,3326|7529|7534,HSP90AB1|YWHAB|YWHAZ,-4.1
Ccdc115_MCODE_ALL,Reactome Gene Sets,6,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,,-7.3,26,12,30286,534,13,6,46,14,2246|2263|3187|4067|7314|7529,FGF1|FGFR2|HNRNPH1|LYN|UBB|YWHAB,-4.1
Ccdc115_MCODE_ALL,Reactome Gene Sets,6,R-HSA-190236,Signaling by FGFR,,-7.3,1e+02,20,30286,89,13,4,31,13,2246|2263|3187|7314,FGF1|FGFR2|HNRNPH1|UBB,-4.1
Ccdc115_MCODE_ALL,Reactome Gene Sets,6,R-HSA-9692914,SARS-CoV-1-host interactions,,-7.2,97,20,30286,96,13,4,31,13,5094|7314|7529|7534,PCBP2|UBB|YWHAB|YWHAZ,-4
Ccdc115_MCODE_ALL,Reactome Gene Sets,6,R-HSA-1640170,Cell Cycle,,-6.7,20,11,30286,692,13,6,46,14,3326|4067|7314|7529|7534|79184,HSP90AB1|LYN|UBB|YWHAB|YWHAZ|BRCC3,-3.6
Ccdc115_MCODE_ALL,KEGG Pathway,24,hsa04151,PI3K-Akt signaling pathway,,-6.6,32,12,30286,359,13,5,38,13,2246|2263|3326|7529|7534,FGF1|FGFR2|HSP90AB1|YWHAB|YWHAZ,-3.5
Ccdc115_MCODE_ALL,Reactome Gene Sets,6,R-HSA-9678108,SARS-CoV-1 Infection,,-6.5,66,16,30286,142,13,4,31,13,5094|7314|7529|7534,PCBP2|UBB|YWHAB|YWHAZ,-3.5
Ccdc115_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5654727,Negative regulation of FGFR2 signaling,,-6.4,2.1e+02,25,30286,34,13,3,23,12,2246|2263|7314,FGF1|FGFR2|UBB,-3.5
Ccdc115_MCODE_ALL,Reactome Gene Sets,6,R-HSA-9679506,SARS-CoV Infections,,-6.3,28,12,30286,414,13,5,38,13,3326|5094|7314|7529|7534,HSP90AB1|PCBP2|UBB|YWHAB|YWHAZ,-3.3
Ccdc115_MCODE_ALL,Reactome Gene Sets,6,R-HSA-69481,G2/M Checkpoints,,-6.2,56,15,30286,167,13,4,31,13,7314|7529|7534|79184,UBB|YWHAB|YWHAZ|BRCC3,-3.3
Ccdc115_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,,-6,25,11,30286,459,13,5,38,13,2246|2263|4067|7314|7529,FGF1|FGFR2|LYN|UBB|YWHAB,-3.2
Ccdc115_MCODE_ALL,Reactome Gene Sets,6,R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",,-6,1.5e+02,21,30286,48,13,3,23,12,4067|7314|7534,LYN|UBB|YWHAZ,-3.1
Ccdc115_MCODE_ALL,Reactome Gene Sets,6,R-HSA-9705683,SARS-CoV-2-host interactions,,-5.9,46,13,30286,203,13,4,31,13,3326|7314|7529|7534,HSP90AB1|UBB|YWHAB|YWHAZ,-3.1
Ccdc115_MCODE_ALL,Reactome Gene Sets,6,R-HSA-72163,mRNA Splicing - Major Pathway,,-5.8,45,13,30286,207,13,4,31,13,3187|4809|5094|220988,HNRNPH1|SNU13|PCBP2|HNRNPA3,-3
Ccdc115_MCODE_ALL,GO Biological Processes,19,GO:0034605,cellular response to heat,19_GO:0050896 response to stimulus,-5.8,1.3e+02,19,30286,55,13,3,23,12,2246|3326|4067,FGF1|HSP90AB1|LYN,-3
Ccdc115_MCODE_ALL,Reactome Gene Sets,6,R-HSA-72172,mRNA Splicing,,-5.8,43,13,30286,215,13,4,31,13,3187|4809|5094|220988,HNRNPH1|SNU13|PCBP2|HNRNPA3,-3
Ccdc115_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5673001,RAF/MAP kinase cascade,,-5.3,33,11,30286,280,13,4,31,13,2246|2263|7314|7529,FGF1|FGFR2|UBB|YWHAB,-2.8
Ccdc115_MCODE_ALL,Reactome Gene Sets,6,R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,,-5.3,33,11,30286,285,13,4,31,13,3187|4809|5094|220988,HNRNPH1|SNU13|PCBP2|HNRNPA3,-2.8
Ccdc115_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5684996,MAPK1/MAPK3 signaling,,-5.3,33,11,30286,286,13,4,31,13,2246|2263|7314|7529,FGF1|FGFR2|UBB|YWHAB,-2.8
Ccdc115_MCODE_ALL,Reactome Gene Sets,6,R-HSA-168928,DDX58/IFIH1-mediated induction of interferon-alpha/beta,,-5.3,85,16,30286,82,13,3,23,12,3326|5094|7314,HSP90AB1|PCBP2|UBB,-2.8
Ccdc115_MCODE_ALL,Reactome Gene Sets,6,R-HSA-69620,Cell Cycle Checkpoints,,-5.2,32,11,30286,292,13,4,31,13,7314|7529|7534|79184,UBB|YWHAB|YWHAZ|BRCC3,-2.7
Ccdc115_MCODE_ALL,Reactome Gene Sets,6,R-HSA-9694516,SARS-CoV-2 Infection,,-5.2,31,11,30286,299,13,4,31,13,3326|7314|7529|7534,HSP90AB1|UBB|YWHAB|YWHAZ,-2.7
Ccdc115_MCODE_ALL,Reactome Gene Sets,6,R-HSA-450531,Regulation of mRNA stability by proteins that bind AU-rich elements,,-5.2,79,15,30286,88,13,3,23,12,7314|7529|7534,UBB|YWHAB|YWHAZ,-2.7
Ccdc115_MCODE_ALL,GO Biological Processes,19,GO:0070372,regulation of ERK1 and ERK2 cascade,19_GO:0050896 response to stimulus,-5.2,30,11,30286,308,13,4,31,13,2246|2263|4067|7534,FGF1|FGFR2|LYN|YWHAZ,-2.7
Ccdc115_MCODE_ALL,GO Biological Processes,19,GO:0009408,response to heat,19_GO:0050896 response to stimulus,-5.1,75,15,30286,93,13,3,23,12,2246|3326|4067,FGF1|HSP90AB1|LYN,-2.6
Ccdc115_MCODE_ALL,Reactome Gene Sets,6,R-HSA-69473,G2/M DNA damage checkpoint,,-5.1,74,15,30286,94,13,3,23,12,7529|7534|79184,YWHAB|YWHAZ|BRCC3,-2.6
Ccdc115_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5683057,MAPK family signaling cascades,,-5.1,29,10,30286,325,13,4,31,13,2246|2263|7314|7529,FGF1|FGFR2|UBB|YWHAB,-2.6
Ccdc115_MCODE_ALL,Canonical Pathways,11,M186,PID PDGFRB PATHWAY,,-4.7,54,13,30286,129,13,3,23,12,4067|7529|7534,LYN|YWHAB|YWHAZ,-2.4
Ccdc115_MCODE_ALL,GO Biological Processes,19,GO:0045088,regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-4.5,21,8.8,30286,440,13,4,31,13,4067|5094|7534|79184,LYN|PCBP2|YWHAZ|BRCC3,-2.2
Ccdc115_MCODE_ALL,KEGG Pathway,24,hsa04390,Hippo signaling pathway,,-4.4,45,11,30286,157,13,3,23,12,2246|7529|7534,FGF1|YWHAB|YWHAZ,-2.2
Ccdc115_MCODE_ALL,GO Biological Processes,19,GO:0009266,response to temperature stimulus,19_GO:0050896 response to stimulus,-4.4,43,11,30286,161,13,3,23,12,2246|3326|4067,FGF1|HSP90AB1|LYN,-2.1
Ccdc115_MCODE_ALL,GO Biological Processes,19,GO:0006468,protein phosphorylation,19_GO:0008152 metabolic process,-4.4,19,8.3,30286,491,13,4,31,13,2263|4067|7150|7534,FGFR2|LYN|TOP1|YWHAZ,-2.1
Ccdc115_MCODE_ALL,GO Biological Processes,19,GO:0062207,regulation of pattern recognition receptor signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-4.4,42,11,30286,166,13,3,23,12,4067|5094|79184,LYN|PCBP2|BRCC3,-2.1
Ccdc115_MCODE_ALL,GO Biological Processes,19,GO:0002831,regulation of response to biotic stimulus,19_GO:0050896 response to stimulus,-4.3,18,8,30286,524,13,4,31,13,4067|5094|7534|79184,LYN|PCBP2|YWHAZ|BRCC3,-2
Ccdc115_MCODE_ALL,Reactome Gene Sets,6,R-HSA-109581,Apoptosis,,-4.2,39,11,30286,180,13,3,23,12,7314|7529|7534,UBB|YWHAB|YWHAZ,-2
Ccdc115_MCODE_ALL,GO Biological Processes,19,GO:0043549,regulation of kinase activity,19_GO:0008152 metabolic process,-4.2,18,8,30286,532,13,4,31,13,2246|2263|3326|4067,FGF1|FGFR2|HSP90AB1|LYN,-2
Ccdc115_MCODE_ALL,KEGG Pathway,24,hsa05203,Viral carcinogenesis,,-4.1,34,9.9,30286,204,13,3,23,12,4067|7529|7534,LYN|YWHAB|YWHAZ,-1.9
Ccdc115_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5357801,Programmed Cell Death,,-4,33,9.7,30286,213,13,3,23,12,7314|7529|7534,UBB|YWHAB|YWHAZ,-1.9
Ccdc115_MCODE_ALL,GO Biological Processes,19,GO:0042327,positive regulation of phosphorylation,19_GO:0048518 positive regulation of biological process,-4,15,7.3,30286,623,13,4,31,13,2246|2263|3326|4067,FGF1|FGFR2|HSP90AB1|LYN,-1.8
Ccdc115_MCODE_ALL,GO Biological Processes,19,GO:0051338,regulation of transferase activity,19_GO:0065007 biological regulation,-3.9,15,7.2,30286,639,13,4,31,13,2246|2263|3326|4067,FGF1|FGFR2|HSP90AB1|LYN,-1.8
Ccdc115_MCODE_ALL,GO Biological Processes,19,GO:0016071,mRNA metabolic process,19_GO:0008152 metabolic process,-3.9,14,7.2,30286,645,13,4,31,13,3187|4809|5094|220988,HNRNPH1|SNU13|PCBP2|HNRNPA3,-1.8
Ccdc115_MCODE_ALL,GO Biological Processes,19,GO:0043408,regulation of MAPK cascade,19_GO:0050896 response to stimulus,-3.8,14,7,30286,669,13,4,31,13,2246|2263|4067|7534,FGF1|FGFR2|LYN|YWHAZ,-1.8
Ccdc115_MCODE_ALL,GO Biological Processes,19,GO:0010562,positive regulation of phosphorus metabolic process,19_GO:0048518 positive regulation of biological process,-3.8,13,6.8,30286,702,13,4,31,13,2246|2263|3326|4067,FGF1|FGFR2|HSP90AB1|LYN,-1.7
Ccdc115_MCODE_ALL,GO Biological Processes,19,GO:0045937,positive regulation of phosphate metabolic process,19_GO:0048518 positive regulation of biological process,-3.8,13,6.8,30286,702,13,4,31,13,2246|2263|3326|4067,FGF1|FGFR2|HSP90AB1|LYN,-1.7
Ccdc115_MCODE_ALL,Reactome Gene Sets,6,R-HSA-1257604,PIP3 activates AKT signaling,,-3.7,26,8.5,30286,268,13,3,23,12,2246|2263|7314,FGF1|FGFR2|UBB,-1.7
Ccdc115_MCODE_ALL,GO Biological Processes,19,GO:0016310,phosphorylation,19_GO:0008152 metabolic process,-3.7,13,6.7,30286,721,13,4,31,13,2263|4067|7150|7534,FGFR2|LYN|TOP1|YWHAZ,-1.7
Ccdc115_MCODE_ALL,GO Biological Processes,19,GO:0000377,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",19_GO:0008152 metabolic process,-3.7,25,8.4,30286,275,13,3,23,12,3187|4809|220988,HNRNPH1|SNU13|HNRNPA3,-1.7
Ccdc115_MCODE_ALL,GO Biological Processes,19,GO:0000398,"mRNA splicing, via spliceosome",19_GO:0008152 metabolic process,-3.7,25,8.4,30286,275,13,3,23,12,3187|4809|220988,HNRNPH1|SNU13|HNRNPA3,-1.7
Ccdc115_MCODE_ALL,GO Biological Processes,19,GO:0000375,"RNA splicing, via transesterification reactions",19_GO:0008152 metabolic process,-3.7,25,8.4,30286,279,13,3,23,12,3187|4809|220988,HNRNPH1|SNU13|HNRNPA3,-1.6
Ccdc115_MCODE_ALL,GO Biological Processes,19,GO:0031348,negative regulation of defense response,19_GO:0048519 negative regulation of biological process,-3.6,24,8.2,30286,291,13,3,23,12,4067|5094|7534,LYN|PCBP2|YWHAZ,-1.6
Ccdc115_MCODE_ALL,GO Biological Processes,19,GO:0031401,positive regulation of protein modification process,19_GO:0048518 positive regulation of biological process,-3.6,12,6.5,30286,764,13,4,31,13,2246|3326|4067|7314,FGF1|HSP90AB1|LYN|UBB,-1.6
Ccdc115_MCODE_ALL,Reactome Gene Sets,6,R-HSA-1280218,Adaptive Immune System,,-3.6,12,6.5,30286,768,13,4,31,13,4067|7314|7529|7534,LYN|UBB|YWHAB|YWHAZ,-1.6
Ccdc115_MCODE_ALL,GO Biological Processes,19,GO:0033674,positive regulation of kinase activity,19_GO:0048518 positive regulation of biological process,-3.6,23,8,30286,302,13,3,23,12,2246|2263|3326,FGF1|FGFR2|HSP90AB1,-1.6
Ccdc115_MCODE_ALL,Reactome Gene Sets,6,R-HSA-9006925,Intracellular signaling by second messengers,,-3.6,23,7.9,30286,310,13,3,23,12,2246|2263|7314,FGF1|FGFR2|UBB,-1.5
Ccdc115_MCODE_ALL,Reactome Gene Sets,6,R-HSA-3700989,Transcriptional Regulation by TP53,,-3.4,19,7.3,30286,362,13,3,23,12,7314|7529|7534,UBB|YWHAB|YWHAZ,-1.4
Ccdc115_MCODE_ALL,GO Biological Processes,19,GO:0051347,positive regulation of transferase activity,19_GO:0065007 biological regulation,-3.3,19,7.1,30286,375,13,3,23,12,2246|2263|3326,FGF1|FGFR2|HSP90AB1,-1.4
Ccdc115_MCODE_ALL,GO Biological Processes,19,GO:0051656,establishment of organelle localization,19_GO:0051179 localization,-3.2,17,6.8,30286,410,13,3,23,12,4067|7314|7534,LYN|UBB|YWHAZ,-1.3
Ccdc115_MCODE_ALL,GO Biological Processes,19,GO:0008380,RNA splicing,19_GO:0008152 metabolic process,-3.2,17,6.8,30286,410,13,3,23,12,3187|4809|220988,HNRNPH1|SNU13|HNRNPA3,-1.3
Ccdc115_MCODE_ALL,GO Biological Processes,19,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,19_GO:0050896 response to stimulus,-3.2,17,6.7,30286,419,13,3,23,12,2246|2263|4067,FGF1|FGFR2|LYN,-1.3
Ccdc115_MCODE_ALL,GO Biological Processes,19,GO:0032102,negative regulation of response to external stimulus,19_GO:0048519 negative regulation of biological process,-3.1,15,6.4,30286,453,13,3,23,12,4067|5094|7534,LYN|PCBP2|YWHAZ,-1.2
Ccdc115_MCODE_ALL,GO Biological Processes,19,GO:0045859,regulation of protein kinase activity,19_GO:0008152 metabolic process,-3,15,6.3,30286,470,13,3,23,12,2246|3326|4067,FGF1|HSP90AB1|LYN,-1.1
Ccdc115_MCODE_ALL,Reactome Gene Sets,6,R-HSA-449147,Signaling by Interleukins,,-3,15,6.3,30286,473,13,3,23,12,4067|7314|7534,LYN|UBB|YWHAZ,-1.1
Ccdc115_MCODE_ALL,GO Biological Processes,19,GO:0051345,positive regulation of hydrolase activity,19_GO:0065007 biological regulation,-3,15,6.2,30286,482,13,3,23,12,2263|3326|4067,FGFR2|HSP90AB1|LYN,-1.1
Ccdc115_MCODE_ALL,GO Biological Processes,19,GO:0006397,mRNA processing,19_GO:0008152 metabolic process,-3,14,6.1,30286,488,13,3,23,12,3187|4809|220988,HNRNPH1|SNU13|HNRNPA3,-1.1
Ccdc115_MCODE_ALL,GO Biological Processes,19,GO:0051301,cell division,19_GO:0009987 cellular process,-2.9,14,5.9,30286,517,13,3,23,12,2263|7150|79184,FGFR2|TOP1|BRCC3,-1.1
Ccdc115_MCODE_ALL,GO Biological Processes,19,GO:0018193,peptidyl-amino acid modification,19_GO:0008152 metabolic process,-2.9,13,5.9,30286,520,13,3,23,12,2263|4067|7150,FGFR2|LYN|TOP1,-1.1
Ccdc115_MCODE_ALL,GO Biological Processes,19,GO:0002683,negative regulation of immune system process,19_GO:0002376 immune system process,-2.9,13,5.9,30286,526,13,3,23,12,4067|5094|7534,LYN|PCBP2|YWHAZ,-1.1
Ccdc115_MCODE_ALL,KEGG Pathway,24,hsa05200,Pathways in cancer,,-2.9,13,5.9,30286,531,13,3,23,12,2246|2263|3326,FGF1|FGFR2|HSP90AB1,-1
Ccdc115_MCODE_ALL,GO Biological Processes,19,GO:0051640,organelle localization,19_GO:0051179 localization,-2.8,13,5.8,30286,542,13,3,23,12,4067|7314|7534,LYN|UBB|YWHAZ,-1
Ccdc115_MCODE_ALL,Reactome Gene Sets,6,R-HSA-422475,Axon guidance,,-2.8,13,5.8,30286,548,13,3,23,12,3326|4067|7314,HSP90AB1|LYN|UBB,-1
Ccdc115_MCODE_ALL,Reactome Gene Sets,6,R-HSA-69278,"Cell Cycle, Mitotic",,-2.8,12,5.7,30286,561,13,3,23,12,3326|4067|7314,HSP90AB1|LYN|UBB,-1
Ccdc115_MCODE_ALL,Reactome Gene Sets,6,R-HSA-9675108,Nervous system development,,-2.8,12,5.6,30286,573,13,3,23,12,3326|4067|7314,HSP90AB1|LYN|UBB,-0.99
Ccdc115_MCODE_ALL,GO Biological Processes,19,GO:0001934,positive regulation of protein phosphorylation,19_GO:0048518 positive regulation of biological process,-2.8,12,5.6,30286,578,13,3,23,12,2246|3326|4067,FGF1|HSP90AB1|LYN,-0.98
Ccdc115_MCODE_ALL,GO Biological Processes,19,GO:0030162,regulation of proteolysis,19_GO:0008152 metabolic process,-2.7,12,5.5,30286,600,13,3,23,12,3326|4067|7314,HSP90AB1|LYN|UBB,-0.95
Ccdc115_MCODE_ALL,GO Biological Processes,19,GO:0007167,enzyme-linked receptor protein signaling pathway,19_GO:0050896 response to stimulus,-2.7,11,5.4,30286,614,13,3,23,12,2246|2263|4067,FGF1|FGFR2|LYN,-0.93
Ccdc115_MCODE_ALL,Reactome Gene Sets,6,R-HSA-199991,Membrane Trafficking,,-2.7,11,5.3,30286,634,13,3,23,12,7314|7529|7534,UBB|YWHAB|YWHAZ,-0.9
